file,chunk,top_label,top_score,negative,neutral,positive
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c309zp49zdno()at_medium=RSS(())at_campaign=rss.txt,3,negative,0.5039628148078918,0.5039628148078918,0.481121689081192,0.014915508218109608
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c309zp49zdno()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.7403572201728821,0.20894838869571686,0.7403572201728821,0.05069446191191673
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3rz4x59l8lo()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.5089361667633057,0.46420058608055115,0.5089361667633057,0.026863228529691696
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3rz4x59l8lo()at_medium=RSS(())at_campaign=rss.txt,2,negative,0.5433266162872314,0.5433266162872314,0.4356219172477722,0.021051492542028427
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3rz4x59l8lo()at_medium=RSS(())at_campaign=rss.txt,3,negative,0.7334216833114624,0.7334216833114624,0.25407010316848755,0.012508224695920944
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3rz4x59l8lo()at_medium=RSS(())at_campaign=rss.txt,avg,negative,0.5803163051605225,0.5803163051605225,0.3995427191257477,0.020140981301665306
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3wl19wy22vo()at_medium=RSS(())at_campaign=rss.txt,1,negative,0.7047061324119568,0.7047061324119568,0.28500649333000183,0.010287364944815636
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3wl19wy22vo()at_medium=RSS(())at_campaign=rss.txt,2,neutral,0.4939514696598053,0.48920950293540955,0.4939514696598053,0.016839079558849335
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3wl19wy22vo()at_medium=RSS(())at_campaign=rss.txt,3,neutral,0.8870846629142761,0.060954950749874115,0.8870846629142761,0.05196042358875275
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3wl19wy22vo()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.5553475022315979,0.4182901680469513,0.5553475022315979,0.026362290605902672
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3wlx0q1ll7o()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.7653024792671204,0.1783623993396759,0.7653024792671204,0.05633514001965523
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3wlx0q1ll7o()at_medium=RSS(())at_campaign=rss.txt,2,negative,0.565201461315155,0.565201461315155,0.41768646240234375,0.017112016677856445
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c3wlx0q1ll7o()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.5914944410324097,0.37178194522857666,0.5914944410324097,0.03672357648611069
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c4g2kxjg1e1o()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.6993625164031982,0.2584030032157898,0.6993625164031982,0.04223444312810898
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c4g2kxjg1e1o()at_medium=RSS(())at_campaign=rss.txt,2,negative,0.5603707432746887,0.5603707432746887,0.4188975691795349,0.020731652155518532
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c4g2kxjg1e1o()at_medium=RSS(())at_campaign=rss.txt,3,neutral,0.7964456081390381,0.11316513270139694,0.7964456081390381,0.09038927406072617
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c4g2kxjg1e1o()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.6382352709770203,0.31064629554748535,0.6382352709770203,0.05111845210194588
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c4g4dgxl9n5o()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.6833240985870361,0.2934166193008423,0.6833240985870361,0.02325933612883091
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c4g4dgxl9n5o()at_medium=RSS(())at_campaign=rss.txt,2,negative,0.5697200894355774,0.5697200894355774,0.4063156247138977,0.0239642933011055
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c4g4dgxl9n5o()at_medium=RSS(())at_campaign=rss.txt,3,neutral,0.7049627900123596,0.2752542793750763,0.7049627900123596,0.019783027470111847
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c4g4dgxl9n5o()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.598200798034668,0.37946367263793945,0.598200798034668,0.02233555167913437
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c5y4j2g0ql1o()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.6811162233352661,0.2866717278957367,0.6811162233352661,0.03221198171377182
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c5y4j2g0ql1o()at_medium=RSS(())at_campaign=rss.txt,2,neutral,0.7059797048568726,0.26741594076156616,0.7059797048568726,0.026604393497109413
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c5y4j2g0ql1o()at_medium=RSS(())at_campaign=rss.txt,3,negative,0.5093816518783569,0.5093816518783569,0.4572048485279083,0.033413518220186234
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c5y4j2g0ql1o()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.6147668957710266,0.3544897735118866,0.6147668957710266,0.030743295326828957
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c743d9jpw88o()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.8400244116783142,0.012732078321278095,0.8400244116783142,0.14724352955818176
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c8xy5jzrrxzo()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.8891010284423828,0.08092028647661209,0.8891010284423828,0.029978742823004723
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c8xy5jzrrxzo()at_medium=RSS(())at_campaign=rss.txt,2,neutral,0.8988806009292603,0.06646480411291122,0.8988806009292603,0.03465466946363449
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c8xy5jzrrxzo()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.8939908146858215,0.07369254529476166,0.8939908146858215,0.03231670707464218
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c93jg4vl3jxo()at_medium=RSS(())at_campaign=rss.txt,1,negative,0.5064395666122437,0.5064395666122437,0.4278154969215393,0.06574491411447525
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c93jg4vl3jxo()at_medium=RSS(())at_campaign=rss.txt,2,negative,0.4988331198692322,0.4988331198692322,0.471205472946167,0.029961448162794113
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c93jg4vl3jxo()at_medium=RSS(())at_campaign=rss.txt,3,neutral,0.7759779691696167,0.1743970364332199,0.7759779691696167,0.04962502792477608
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c93jg4vl3jxo()at_medium=RSS(())at_campaign=rss.txt,4,neutral,0.5363823175430298,0.012610573321580887,0.5363823175430298,0.45100709795951843
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c93jg4vl3jxo()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.5528453588485718,0.2980700433254242,0.5528453588485718,0.14908462762832642
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c9dnx445w4do()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.5983520150184631,0.3785981237888336,0.5983520150184631,0.023049864917993546
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c9dnx445w4do()at_medium=RSS(())at_campaign=rss.txt,2,neutral,0.5566897988319397,0.40275681018829346,0.5566897988319397,0.04055337607860565
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)c9dnx445w4do()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.5775209069252014,0.39067745208740234,0.5775209069252014,0.03180161863565445
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cd6zqqgv9yeo()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.8564536571502686,0.022705430164933205,0.8564536571502686,0.12084094434976578
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cd6zqqgv9yeo()at_medium=RSS(())at_campaign=rss.txt,2,positive,0.5428863167762756,0.013273363932967186,0.4438403248786926,0.5428863167762756
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cd6zqqgv9yeo()at_medium=RSS(())at_campaign=rss.txt,3,neutral,0.7351770401000977,0.12890669703483582,0.7351770401000977,0.13591624796390533
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cd6zqqgv9yeo()at_medium=RSS(())at_campaign=rss.txt,4,positive,0.7495642900466919,0.008597337640821934,0.24183838069438934,0.7495642900466919
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cd6zqqgv9yeo()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.5693273544311523,0.04337070882320404,0.5693273544311523,0.3873019516468048
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)ceqvrxy0zn0o()at_medium=RSS(())at_campaign=rss.txt,1,negative,0.8254099488258362,0.8254099488258362,0.1684832125902176,0.006106886547058821
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)ceqvrxy0zn0o()at_medium=RSS(())at_campaign=rss.txt,2,negative,0.6642614006996155,0.6642614006996155,0.32174015045166016,0.01399841159582138
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)ceqvrxy0zn0o()at_medium=RSS(())at_campaign=rss.txt,3,negative,0.5024272799491882,0.5024272799491882,0.4751890301704407,0.02238362468779087
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)ceqvrxy0zn0o()at_medium=RSS(())at_campaign=rss.txt,avg,negative,0.6640328764915466,0.6640328764915466,0.32180413603782654,0.014162975363433361
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cewzg77k721o()at_medium=RSS(())at_campaign=rss.txt,1,positive,0.5399554371833801,0.006871103309094906,0.4531734585762024,0.5399554371833801
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cewzg77k721o()at_medium=RSS(())at_campaign=rss.txt,2,neutral,0.6039233803749084,0.037095438688993454,0.6039233803749084,0.358981192111969
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cewzg77k721o()at_medium=RSS(())at_campaign=rss.txt,3,positive,0.580420732498169,0.010840770788490772,0.40873852372169495,0.580420732498169
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cewzg77k721o()at_medium=RSS(())at_campaign=rss.txt,4,neutral,0.7896920442581177,0.011137519963085651,0.7896920442581177,0.19917039573192596
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cewzg77k721o()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.5638818740844727,0.016486208885908127,0.5638818740844727,0.4196319282054901
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cgqgnpxexv7o()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.8631405830383301,0.02807243913412094,0.8631405830383301,0.10878691077232361
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cgqgnpxexv7o()at_medium=RSS(())at_campaign=rss.txt,2,neutral,0.8107051849365234,0.14756140112876892,0.8107051849365234,0.04173336550593376
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cgqgnpxexv7o()at_medium=RSS(())at_campaign=rss.txt,3,negative,0.5344141721725464,0.5344141721725464,0.44805851578712463,0.017527274787425995
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cgqgnpxexv7o()at_medium=RSS(())at_campaign=rss.txt,4,negative,0.6024456024169922,0.6024456024169922,0.38059931993484497,0.0169550571590662
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cgqgnpxexv7o()at_medium=RSS(())at_campaign=rss.txt,5,neutral,0.7090161442756653,0.0542762354016304,0.7090161442756653,0.2367076277732849
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cgqgnpxexv7o()at_medium=RSS(())at_campaign=rss.txt,6,neutral,0.758026123046875,0.02679009735584259,0.758026123046875,0.21518370509147644
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cgqgnpxexv7o()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.6615909934043884,0.23225998878479004,0.6615909934043884,0.10614899545907974
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98j4rznweo()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.6025876998901367,0.34580034017562866,0.6025876998901367,0.0516120009124279
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98j4rznweo()at_medium=RSS(())at_campaign=rss.txt,2,neutral,0.5890407562255859,0.34138500690460205,0.5890407562255859,0.0695742517709732
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98j4rznweo()at_medium=RSS(())at_campaign=rss.txt,3,negative,0.5633702874183655,0.5633702874183655,0.40249547362327576,0.03413419798016548
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98j4rznweo()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.5313746333122253,0.41685187816619873,0.5313746333122253,0.05177348479628563
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98z1np8m0o()at_medium=RSS(())at_campaign=rss.txt,1,negative,0.7125447988510132,0.7125447988510132,0.27915582060813904,0.008299427106976509
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98z1np8m0o()at_medium=RSS(())at_campaign=rss.txt,2,negative,0.6068117618560791,0.6068117618560791,0.3830956220626831,0.010092592798173428
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98z1np8m0o()at_medium=RSS(())at_campaign=rss.txt,3,negative,0.5157204866409302,0.5157204866409302,0.47112107276916504,0.013158480636775494
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98z1np8m0o()at_medium=RSS(())at_campaign=rss.txt,4,neutral,0.5541974306106567,0.4293227195739746,0.5541974306106567,0.016479816287755966
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98z1np8m0o()at_medium=RSS(())at_campaign=rss.txt,5,neutral,0.6051028966903687,0.3742625117301941,0.6051028966903687,0.020634634420275688
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98z1np8m0o()at_medium=RSS(())at_campaign=rss.txt,6,neutral,0.6718714237213135,0.2557983994483948,0.6718714237213135,0.07233016937971115
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cj98z1np8m0o()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.4940907061100006,0.48241010308265686,0.4940907061100006,0.02349918521940708
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cjwz01gzwy2o()at_medium=RSS(())at_campaign=rss.txt,1,positive,0.5305798649787903,0.010882296599447727,0.45853784680366516,0.5305798649787903
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cjwz01gzwy2o()at_medium=RSS(())at_campaign=rss.txt,2,positive,0.539297878742218,0.005017478950321674,0.4556846618652344,0.539297878742218
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cjwz01gzwy2o()at_medium=RSS(())at_campaign=rss.txt,3,neutral,0.5338144302368164,0.02202424593269825,0.5338144302368164,0.4441612958908081
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cjwz01gzwy2o()at_medium=RSS(())at_campaign=rss.txt,4,neutral,0.6807374954223633,0.08600430935621262,0.6807374954223633,0.2332582026720047
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cjwz01gzwy2o()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.5321936011314392,0.030982082709670067,0.5321936011314392,0.43682432174682617
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)ckg12030ye3o()at_medium=RSS(())at_campaign=rss.txt,1,negative,0.7429607510566711,0.7429607510566711,0.24806718528270721,0.008972082287073135
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)ckg12030ye3o()at_medium=RSS(())at_campaign=rss.txt,2,negative,0.6375768780708313,0.6375768780708313,0.3458356559276581,0.016587529331445694
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)ckg12030ye3o()at_medium=RSS(())at_campaign=rss.txt,3,neutral,0.8030474781990051,0.10452578216791153,0.8030474781990051,0.09242673218250275
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)ckg12030ye3o()at_medium=RSS(())at_campaign=rss.txt,4,negative,0.6577147841453552,0.6577147841453552,0.3164239525794983,0.02586124651134014
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)ckg12030ye3o()at_medium=RSS(())at_campaign=rss.txt,avg,negative,0.5356945395469666,0.5356945395469666,0.4283435344696045,0.03596189618110657
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)clygnnz6d9lo()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.8708198070526123,0.07063677161931992,0.8708198070526123,0.05854343995451927
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)clygnnz6d9lo()at_medium=RSS(())at_campaign=rss.txt,2,neutral,0.740812361240387,0.07959616929292679,0.740812361240387,0.17959146201610565
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)clygnnz6d9lo()at_medium=RSS(())at_campaign=rss.txt,3,negative,0.6373225450515747,0.6373225450515747,0.3470180034637451,0.015659445896744728
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)clygnnz6d9lo()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.6528833508491516,0.2625184953212738,0.6528833508491516,0.0845981165766716
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cm21d8r111go()at_medium=RSS(())at_campaign=rss.txt,1,negative,0.6072339415550232,0.6072339415550232,0.3684166669845581,0.024349447339773178
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cm21d8r111go()at_medium=RSS(())at_campaign=rss.txt,2,neutral,0.7683114409446716,0.15630494058132172,0.7683114409446716,0.07538354396820068
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cm21d8r111go()at_medium=RSS(())at_campaign=rss.txt,3,neutral,0.7298533320426941,0.23231369256973267,0.7298533320426941,0.03783296048641205
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cm21d8r111go()at_medium=RSS(())at_campaign=rss.txt,4,neutral,0.8224903345108032,0.11596190184354782,0.8224903345108032,0.06154773011803627
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cm21d8r111go()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.6722679138183594,0.2779536247253418,0.6722679138183594,0.049778420478105545
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cn5k22gk9lvo()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.763397216796875,0.2063480019569397,0.763397216796875,0.03025474213063717
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cn5k22gk9lvo()at_medium=RSS(())at_campaign=rss.txt,2,neutral,0.8904642462730408,0.02533852681517601,0.8904642462730408,0.08419722318649292
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cn5k22gk9lvo()at_medium=RSS(())at_campaign=rss.txt,3,neutral,0.8941430449485779,0.06751731038093567,0.8941430449485779,0.03833967074751854
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cn5k22gk9lvo()at_medium=RSS(())at_campaign=rss.txt,4,neutral,0.5454530119895935,0.4323933720588684,0.5454530119895935,0.02215363271534443
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cn5k22gk9lvo()at_medium=RSS(())at_campaign=rss.txt,avg,neutral,0.7733644247055054,0.18289929628372192,0.7733644247055054,0.04373631626367569
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cp81j7n2271o()at_medium=RSS(())at_campaign=rss.txt,1,neutral,0.4906253516674042,0.1375456154346466,0.4906253516674042,0.37182897329330444
2026-02-https(__)(_)(_)www.bbc.com(_)news(_)articles(_)cp81j7n2271o()at_medium=RSS(())at_campaign=rss.txt,2,negative,0.5171070098876953,0.5171070098876953,0.45728054642677307,0.025612376630306244
